 0.0000 ;  0.0000 ;  0.0000 ;  0.0067 ; -5.0000
 0.0020 ;  0.0000 ;  0.0000 ;  0.0068 ; -4.9900
 0.0040 ;  0.0000 ;  0.0000 ;  0.0069 ; -4.9800
 0.0060 ;  0.0000 ;  0.0000 ;  0.0069 ; -4.9700
 0.0080 ;  0.0000 ;  0.0000 ;  0.0070 ; -4.9600
 0.0101 ;  0.0000 ;  0.0000 ;  0.0071 ; -4.9500
 0.0121 ;  0.0000 ;  0.0000 ;  0.0072 ; -4.9400
 0.0141 ;  0.0000 ;  0.0000 ;  0.0072 ; -4.9300
 0.0161 ;  0.0000 ;  0.0000 ;  0.0073 ; -4.9200
 0.0181 ;  0.0000 ;  0.0000 ;  0.0074 ; -4.9100
 0.0201 ;  0.0000 ;  0.0000 ;  0.0074 ; -4.9000
 0.0220 ;  0.0000 ;  0.0000 ;  0.0075 ; -4.8900
 0.0240 ;  0.0000 ;  0.0000 ;  0.0076 ; -4.8800
 0.0260 ;  0.0000 ;  0.0000 ;  0.0077 ; -4.8700
 0.0279 ;  0.0000 ;  0.0000 ;  0.0078 ; -4.8600
 0.0298 ;  0.0000 ;  0.0000 ;  0.0078 ; -4.8500
 0.0317 ;  0.0000 ;  0.0000 ;  0.0079 ; -4.8400
 0.0335 ;  0.0000 ;  0.0000 ;  0.0080 ; -4.8300
 0.0354 ;  0.0000 ;  0.0000 ;  0.0081 ; -4.8200
 0.0372 ;  0.0000 ;  0.0000 ;  0.0081 ; -4.8100
 0.0390 ;  0.0000 ;  0.0000 ;  0.0082 ; -4.8000
 0.0407 ;  0.0000 ;  0.0000 ;  0.0083 ; -4.7900
 0.0424 ;  0.0000 ;  0.0000 ;  0.0084 ; -4.7800
 0.0441 ;  0.0000 ;  0.0000 ;  0.0085 ; -4.7700
 0.0458 ;  0.0000 ;  0.0000 ;  0.0086 ; -4.7600
 0.0474 ;  0.0000 ;  0.0000 ;  0.0087 ; -4.7500
 0.0490 ;  0.0000 ;  0.0000 ;  0.0087 ; -4.7400
 0.0505 ;  0.0000 ;  0.0000 ;  0.0088 ; -4.7300
 0.0520 ;  0.0000 ;  0.0000 ;  0.0089 ; -4.7200
 0.0534 ;  0.0000 ;  0.0000 ;  0.0090 ; -4.7100
 0.0548 ;  0.0000 ;  0.0000 ;  0.0091 ; -4.7000
 0.0561 ;  0.0000 ;  0.0000 ;  0.0092 ; -4.6900
 0.0574 ;  0.0000 ;  0.0000 ;  0.0093 ; -4.6800
 0.0587 ;  0.0000 ;  0.0000 ;  0.0094 ; -4.6700
 0.0599 ;  0.0000 ;  0.0000 ;  0.0095 ; -4.6600
 0.0610 ;  0.0000 ;  0.0000 ;  0.0096 ; -4.6500
 0.0621 ;  0.0000 ;  0.0000 ;  0.0097 ; -4.6400
 0.0631 ;  0.0000 ;  0.0000 ;  0.0098 ; -4.6300
 0.0641 ;  0.0000 ;  0.0000 ;  0.0099 ; -4.6200
 0.0650 ;  0.0000 ;  0.0000 ;  0.0100 ; -4.6100
 0.0658 ;  0.0000 ;  0.0000 ;  0.0101 ; -4.6000
 0.0666 ;  0.0000 ;  0.0000 ;  0.0102 ; -4.5900
 0.0673 ;  0.0000 ;  0.0000 ;  0.0103 ; -4.5800
 0.0680 ;  0.0000 ;  0.0000 ;  0.0104 ; -4.5700
 0.0686 ;  0.0000 ;  0.0000 ;  0.0105 ; -4.5600
 0.0691 ;  0.0000 ;  0.0000 ;  0.0106 ; -4.5500
 0.0696 ;  0.0000 ;  0.0000 ;  0.0107 ; -4.5400
 0.0700 ;  0.0000 ;  0.0000 ;  0.0108 ; -4.5300
 0.0703 ;  0.0000 ;  0.0000 ;  0.0109 ; -4.5200
 0.0705 ;  0.0000 ;  0.0000 ;  0.0110 ; -4.5100
 0.0707 ;  0.0000 ;  0.0000 ;  0.0111 ; -4.5000
 0.0709 ;  0.0000 ;  0.0000 ;  0.0112 ; -4.4900
 0.0709 ;  0.0000 ;  0.0000 ;  0.0113 ; -4.4800
 0.0709 ;  0.0000 ;  0.0000 ;  0.0114 ; -4.4700
 0.0708 ;  0.0000 ;  0.0000 ;  0.0116 ; -4.4600
 0.0706 ;  0.0000 ;  0.0000 ;  0.0117 ; -4.4500
 0.0704 ;  0.0000 ;  0.0000 ;  0.0118 ; -4.4400
 0.0701 ;  0.0000 ;  0.0000 ;  0.0119 ; -4.4300
 0.0698 ;  0.0000 ;  0.0000 ;  0.0120 ; -4.4200
 0.0693 ;  0.0000 ;  0.0000 ;  0.0122 ; -4.4100
 0.0688 ;  0.0000 ;  0.0000 ;  0.0123 ; -4.4000
 0.0682 ;  0.0000 ;  0.0000 ;  0.0124 ; -4.3900
 0.0676 ;  0.0000 ;  0.0000 ;  0.0125 ; -4.3800
 0.0668 ;  0.0000 ;  0.0000 ;  0.0127 ; -4.3700
 0.0661 ;  0.0000 ;  0.0000 ;  0.0128 ; -4.3600
 0.0652 ;  0.0000 ;  0.0000 ;  0.0129 ; -4.3500
 0.0643 ;  0.0000 ;  0.0000 ;  0.0130 ; -4.3400
 0.0633 ;  0.0000 ;  0.0000 ;  0.0132 ; -4.3300
 0.0622 ;  0.0000 ;  0.0000 ;  0.0133 ; -4.3200
 0.0611 ;  0.0000 ;  0.0000 ;  0.0134 ; -4.3100
 0.0599 ;  0.0000 ;  0.0000 ;  0.0136 ; -4.3000
 0.0586 ;  0.0000 ;  0.0000 ;  0.0137 ; -4.2900
 0.0573 ;  0.0000 ;  0.0000 ;  0.0138 ; -4.2800
 0.0559 ;  0.0000 ;  0.0000 ;  0.0140 ; -4.2700
 0.0545 ;  0.0000 ;  0.0000 ;  0.0141 ; -4.2600
 0.0530 ;  0.0000 ;  0.0000 ;  0.0143 ; -4.2500
 0.0514 ;  0.0000 ;  0.0000 ;  0.0144 ; -4.2400
 0.0498 ;  0.0000 ;  0.0000 ;  0.0146 ; -4.2300
 0.0481 ;  0.0000 ;  0.0000 ;  0.0147 ; -4.2200
 0.0463 ;  0.0000 ;  0.0000 ;  0.0148 ; -4.2100
 0.0445 ;  0.0000 ;  0.0000 ;  0.0150 ; -4.2000
 0.0427 ;  0.0000 ;  0.0000 ;  0.0151 ; -4.1900
 0.0408 ;  0.0000 ;  0.0000 ;  0.0153 ; -4.1800
 0.0389 ;  0.0000 ;  0.0000 ;  0.0155 ; -4.1700
 0.0369 ;  0.0000 ;  0.0000 ;  0.0156 ; -4.1600
 0.0348 ;  0.0000 ;  0.0000 ;  0.0158 ; -4.1500
 0.0327 ;  0.0000 ;  0.0000 ;  0.0159 ; -4.1400
 0.0306 ;  0.0000 ;  0.0000 ;  0.0161 ; -4.1300
 0.0284 ;  0.0000 ;  0.0000 ;  0.0162 ; -4.1200
 0.0262 ;  0.0000 ;  0.0000 ;  0.0164 ; -4.1100
 0.0240 ;  0.0000 ;  0.0000 ;  0.0166 ; -4.1000
 0.0217 ;  0.0000 ;  0.0000 ;  0.0167 ; -4.0900
 0.0194 ;  0.0000 ;  0.0000 ;  0.0169 ; -4.0800
 0.0171 ;  0.0000 ;  0.0000 ;  0.0171 ; -4.0700
 0.0147 ;  0.0000 ;  0.0000 ;  0.0172 ; -4.0600
 0.0123 ;  0.0000 ;  0.0000 ;  0.0174 ; -4.0500
 0.0099 ;  0.0000 ;  0.0000 ;  0.0176 ; -4.0400
 0.0074 ;  0.0000 ;  0.0000 ;  0.0178 ; -4.0300
 0.0050 ;  0.0000 ;  0.0000 ;  0.0180 ; -4.0200
 0.0025 ;  0.0000 ;  0.0000 ;  0.0181 ; -4.0100
-0.0000 ;  0.0000 ; -0.0000 ;  0.0183 ; -4.0000
-0.0025 ;  0.0000 ; -0.0000 ;  0.0185 ; -3.9900
-0.0050 ;  0.0000 ; -0.0000 ;  0.0187 ; -3.9800
-0.0075 ;  0.0000 ; -0.0000 ;  0.0189 ; -3.9700
-0.0101 ;  0.0000 ; -0.0000 ;  0.0191 ; -3.9600
-0.0126 ;  0.0000 ; -0.0000 ;  0.0193 ; -3.9500
-0.0151 ;  0.0000 ; -0.0000 ;  0.0194 ; -3.9400
-0.0177 ;  0.0000 ; -0.0000 ;  0.0196 ; -3.9300
-0.0202 ;  0.0000 ; -0.0000 ;  0.0198 ; -3.9200
-0.0227 ;  0.0000 ; -0.0000 ;  0.0200 ; -3.9100
-0.0252 ;  0.0000 ; -0.0000 ;  0.0202 ; -3.9000
-0.0277 ;  0.0000 ; -0.0000 ;  0.0204 ; -3.8900
-0.0302 ;  0.0000 ; -0.0000 ;  0.0207 ; -3.8800
-0.0327 ;  0.0000 ; -0.0000 ;  0.0209 ; -3.8700
-0.0351 ;  0.0000 ; -0.0000 ;  0.0211 ; -3.8600
-0.0375 ;  0.0000 ; -0.0000 ;  0.0213 ; -3.8500
-0.0399 ;  0.0000 ; -0.0000 ;  0.0215 ; -3.8400
-0.0423 ;  0.0000 ; -0.0000 ;  0.0217 ; -3.8300
-0.0446 ;  0.0000 ; -0.0000 ;  0.0219 ; -3.8200
-0.0470 ;  0.0000 ; -0.0000 ;  0.0221 ; -3.8100
-0.0492 ;  0.0000 ; -0.0000 ;  0.0224 ; -3.8000
-0.0515 ;  0.0000 ; -0.0000 ;  0.0226 ; -3.7900
-0.0537 ;  0.0000 ; -0.0000 ;  0.0228 ; -3.7800
-0.0558 ;  0.0000 ; -0.0000 ;  0.0231 ; -3.7700
-0.0580 ;  0.0000 ; -0.0000 ;  0.0233 ; -3.7600
-0.0600 ;  0.0000 ; -0.0000 ;  0.0235 ; -3.7500
-0.0620 ;  0.0000 ; -0.0000 ;  0.0238 ; -3.7400
-0.0640 ;  0.0000 ; -0.0000 ;  0.0240 ; -3.7300
-0.0659 ;  0.0000 ; -0.0000 ;  0.0242 ; -3.7200
-0.0678 ;  0.0000 ; -0.0000 ;  0.0245 ; -3.7100
-0.0696 ;  0.0000 ; -0.0000 ;  0.0247 ; -3.7000
-0.0713 ;  0.0000 ; -0.0000 ;  0.0250 ; -3.6900
-0.0730 ;  0.0000 ; -0.0000 ;  0.0252 ; -3.6800
-0.0747 ;  0.0000 ; -0.0000 ;  0.0255 ; -3.6700
-0.0762 ;  0.0000 ; -0.0000 ;  0.0257 ; -3.6600
-0.0777 ;  0.0000 ; -0.0000 ;  0.0260 ; -3.6500
-0.0791 ;  0.0000 ; -0.0000 ;  0.0263 ; -3.6400
-0.0805 ;  0.0000 ; -0.0000 ;  0.0265 ; -3.6300
-0.0818 ;  0.0000 ; -0.0000 ;  0.0268 ; -3.6200
-0.0830 ;  0.0000 ; -0.0000 ;  0.0271 ; -3.6100
-0.0841 ;  0.0000 ; -0.0000 ;  0.0273 ; -3.6000
-0.0851 ;  0.0000 ; -0.0000 ;  0.0276 ; -3.5900
-0.0861 ;  0.0000 ; -0.0000 ;  0.0279 ; -3.5800
-0.0870 ;  0.0000 ; -0.0000 ;  0.0282 ; -3.5700
-0.0878 ;  0.0000 ; -0.0000 ;  0.0284 ; -3.5600
-0.0886 ;  0.0000 ; -0.0000 ;  0.0287 ; -3.5500
-0.0892 ;  0.0000 ; -0.0000 ;  0.0290 ; -3.5400
-0.0898 ;  0.0000 ; -0.0000 ;  0.0293 ; -3.5300
-0.0903 ;  0.0000 ; -0.0000 ;  0.0296 ; -3.5200
-0.0906 ;  0.0000 ; -0.0000 ;  0.0299 ; -3.5100
-0.0909 ;  0.0000 ; -0.0000 ;  0.0302 ; -3.5000
-0.0912 ;  0.0000 ; -0.0000 ;  0.0305 ; -3.4900
